row_id,pheno0,pheno1,pheno3,pheno4,pheno5,pheno6,pheno8,pheno9,pheno11,pheno12,pheno13,pheno14,pheno15,pheno16,pheno17,pheno18,pheno19,pheno20,pheno21,pheno22,pheno23,pheno24,pheno25,pheno27,pheno28,pheno29,pheno30,pheno31,pheno32,pheno33,pheno34,pheno35,pheno36,pheno37,pheno38,pheno39,pheno43,pheno44,pheno45,pheno46,pheno48,pheno49,pheno50,pheno51,pheno52,pheno53,pheno54,pheno55,pheno57,pheno58,pheno59,pheno60,pheno61,pheno62,pheno63,pheno64,pheno65,pheno66,pheno67,pheno68,pheno69,pheno70,pheno71,pheno72,pheno73,pheno74,pheno75,pheno76,pheno77,pheno78,pheno79,pheno80,pheno81,pheno82,pheno83,pheno84,pheno85,pheno86,pheno87,pheno88,pheno90,pheno91,pheno92,pheno93,pheno94,pheno95,pheno96,pheno97,pheno98,pheno99
site-2_prs_pheno25,-0.0436,-0.11917,-0.02191,-0.06997,0.0409,-0.03237,-0.15226,-0.14273,-0.18341,0.15061,-0.11069,0.05879,-0.08787,0.00325,0.02314,0.10956,0.04069,0.1968,-0.05598,0.09251,0.0137,-0.03794,0.98415,0.00478,-0.00412,-0.16101,-0.20831,-0.03494,0.06492,0.07919,-0.01737,-0.03224,0.09356,-0.01429,0.038,0.03329,0.07467,0.11293,0.04061,-0.01848,-0.05782,-0.08047,-0.05007,0.27829,-0.26925,-0.06636,0.03425,0.10889,0.0162,-0.07335,0.12807,0.00791,0.16685,-0.12704,-0.14412,0.12735,-0.01749,0.11212,-0.00734,0.05323,0.02205,0.12388,-0.01337,0.03831,-0.12024,0.07417,0.06042,-0.03807,-0.01006,0.02869,0.04893,0.26653,-0.04926,0.00969,0.1645,0.02567,0.01347,0.07338,-0.00799,-0.07495,-0.51126,-0.00322,0.09293,0.01192,-0.11812,-0.21799,0.05,-0.00171,-0.05462,0.17999
site-2_prs_pheno26,0.06539,0.0256,0.05143,-0.14158,-0.10168,0.16462,-0.07766,0.12086,0.25412,-0.19881,-0.15104,-0.27363,0.08095,-0.00031,-0.00436,-0.12413,-0.19598,0.29086,0.04312,-0.07794,0.0128,-0.10944,-0.07366,-0.06069,0.00597,0.08061,0.33573,-0.20733,-0.02056,-0.03015,0.14818,0.06581,0.00085,-0.1751,0.09972,-0.07254,0.11339,-0.04219,-0.04701,-0.04934,-0.05136,-0.01035,-0.15857,0.22609,0.04538,-0.02149,-0.15464,-0.03112,-0.05615,-0.03245,-0.02432,0.09831,-0.12281,-0.02421,0.0564,0.08012,-0.06057,-0.03154,-0.10285,0.04521,-0.06989,0.21351,-0.1074,0.1673,0.20198,-0.08165,-0.04054,0.12289,0.09178,0.03971,0.03913,0.11496,-0.03637,-0.21699,0.0763,-0.02985,0.12399,-0.06242,-0.12509,-0.1496,0.26406,0.24926,0.03185,-0.1271,0.18415,0.13712,-0.13476,-0.18116,-0.00111,0.07308
site-2_prs_pheno27,0.14628,0.02585,0.03822,0.20745,0.03612,-0.02297,0.05007,0.00141,0.08823,0.02041,-0.01783,-0.02056,-0.04483,0.05297,0.14358,0.11336,0.03388,0.21324,0.16438,-0.23195,-0.02523,0.116,0.02034,0.69652,0.20187,0.05227,0.16193,-0.09004,-0.11058,-0.15799,-0.03204,0.15806,0.03377,0.04618,-0.05266,0.14338,-0.05442,-0.0715,-0.04065,0.01852,0.11411,-0.16905,0.05851,-0.01427,0.16654,0.05879,0.13774,-0.17431,0.02122,-0.05944,-0.25731,-0.05777,-0.00923,0.07007,-0.11027,0.13874,-0.0301,-0.01138,0.22272,0.08736,-0.02848,0.10092,-0.0809,-0.09851,-0.04779,0.10677,0.07966,0.06907,0.08075,0.00541,-0.32347,0.06455,-0.00414,-0.13778,0.12666,-0.13108,0.05115,0.17451,-0.10996,-0.0225,-0.35624,-0.0725,-0.07279,0.01269,-0.09165,0.04564,-0.09226,-0.00448,0.00093,0.15686
site-2_prs_pheno28,-0.22539,0.04545,0.17039,0.1242,0.10041,-0.0357,-0.00685,0.15172,-0.11425,0.00406,0.03693,0.1068,-0.01477,0.19597,0.01388,0.07207,0.11319,0.19373,0.0913,-0.02695,0.15944,0.20785,0.00488,0.22413,0.79814,0.28027,0.08506,-0.04112,0.06472,-0.13839,0.02629,0.07512,0.02979,-0.0058,0.05055,0.04292,0.13115,0.04359,0.13812,0.0052,0.1005,-0.14263,-0.2629,-0.07023,-0.0898,0.01705,0.10485,0.05367,-0.01483,-0.07615,-0.06638,0.27331,0.15801,0.15365,-0.08923,0.20843,0.17909,0.03643,-0.06552,0.11487,0.10266,0.15323,-0.04875,0.03811,-0.27488,-0.26443,0.07136,-0.00263,-0.06372,-0.00859,-0.13478,-0.22249,-0.02122,0.18609,0.06852,-0.00783,-0.0688,0.16559,0.0528,0.11588,-0.06585,-0.12422,0.11091,0.11664,0.05133,-0.02533,-0.03279,0.14591,0.05628,0.19563
site-2_prs_pheno29,-0.0542,0.08728,0.12805,0.08513,0.0926,0.04758,-0.04338,0.02414,0.10769,0.09082,0.10504,0.33505,-0.044,0.09471,0.03581,-0.01394,0.04053,0.12335,-0.0375,-0.06465,0.15273,0.20983,0.00236,0.16841,0.19076,1.0469,0.25892,-0.11061,0.21396,0.03017,0.00687,0.08286,-0.04904,0.05189,-0.08592,-0.01387,-0.04137,0.06535,0.09363,-0.1066,0.14918,0.00654,0.03111,0.01874,-0.03701,0.03836,-0.02396,0.10137,-0.03106,0.04119,-0.17949,0.48044,-0.00224,0.23183,0.02031,0.15174,0.06814,-0.02751,0.01114,0.03525,0.07294,0.01241,-0.26655,0.13787,-0.36975,-0.31872,0.06221,0.04633,-0.08443,0.13863,-0.09705,-0.02494,0.21785,0.14058,-0.01033,-0.09156,-0.16177,0.15044,0.08107,0.16567,-0.19915,-0.0558,0.1361,0.30771,0.19772,0.01389,-0.07204,0.02594,0.02795,0.08426
site-2_prs_pheno30,-0.10612,0.06353,-0.22309,-0.06408,-0.07778,0.16617,-0.05292,0.13958,0.01702,0.01531,0.03712,-0.33854,0.20323,-0.07299,0.00469,-0.0371,0.01228,0.02186,0.11585,0.0003,0.085,0.01604,-0.0783,-0.02143,0.02788,0.09516,0.9816,-0.13236,0.12384,0.00174,0.10219,-0.02394,-0.05159,0.06658,0.0566,-0.04873,-0.07948,-0.14873,-0.08005,-0.05576,-0.15102,0.0033,-0.0512,0.21477,0.04141,0.06138,0.10061,-0.07072,0.02214,-0.27655,-0.10164,0.01834,-0.04355,-0.00542,-0.12187,0.00528,-0.09381,-0.0032,-0.09006,0.08575,0.00044,0.15539,0.10312,-0.00937,-0.00489,0.10832,0.02788,-0.04838,0.02185,-0.00153,0.05897,0.08658,0.04454,0.01381,0.06438,-0.07244,0.06497,0.0154,-0.06571,-0.07617,0.20458,-0.2229,-0.15975,-0.15785,-0.16323,0.04591,0.07332,0.01966,0.04816,0.03613
site-2_prs_pheno31,-0.00887,0.04286,-0.05138,-0.04293,-0.10147,0.03603,0.05154,0.02155,-0.14764,-0.016,0.16054,-0.08847,0.02739,-0.04954,0.0162,-0.07743,0.04267,-0.0456,0.02104,-0.07305,-0.16107,0.30536,0.06774,-0.08748,-0.03245,-0.13837,0.01481,1.38694,0.00187,-0.12789,-0.03994,-0.12222,-0.08033,-0.06575,-0.09566,-0.14092,0.10556,-0.06764,0.01447,-0.07748,0.12242,0.02773,0.10126,0.04882,-0.00552,-0.09086,-0.2621,-0.02451,-0.0815,0.07025,0.08082,-0.12384,-0.06671,-0.20359,0.168,0.12765,-0.04943,0.08048,0.13282,0.03906,0.03797,-0.11374,-0.09041,-0.10832,0.14533,-0.00574,-0.0037,-0.05413,-0.0479,-0.00291,0.02776,-0.1024,-0.1978,0.01877,0.11069,-0.05209,0.0159,-0.19559,0.11198,-0.2013,0.12718,-0.09114,-0.08934,-0.19658,0.02724,0.00739,-0.00536,0.00069,-0.07509,-0.17308
site-2_prs_pheno32,0.18032,-0.01737,0.02115,0.19288,-0.06896,0.01431,0.15547,0.02243,0.02183,0.16189,0.01677,0.08407,-0.05574,-0.18823,-0.0435,-0.14722,0.06782,0.03081,-0.14548,-0.02508,-0.14721,0.09464,0.01126,-0.09399,-0.13464,-0.02394,-0.02521,-0.04444,0.90288,0.1268,0.14803,0.09607,0.07625,0.09936,0.0914,0.07851,-0.25649,0.12724,-0.0132,-0.11584,0.07952,0.01305,0.28363,-0.01055,-0.11561,0.0387,-0.03062,0.08709,-0.19221,0.06033,0.16217,0.03407,0.12305,0.08447,0.01734,0.16575,-0.00556,-0.02119,0.24197,-0.30976,0.03869,0.04893,-0.14202,-0.03257,0.06175,0.17968,-0.02305,0.04331,-0.02723,-0.02437,-0.01857,-0.1853,-0.14677,0.28756,-0.06931,-0.00528,-0.08982,-0.00756,-0.06202,-0.07604,0.26842,-0.00721,-0.05251,0.00441,0.0241,-0.0313,0.02463,0.04308,0.12314,-0.18264
site-2_prs_pheno33,0.27607,-0.12086,-0.01518,-0.10665,-0.01201,0.00182,-0.01414,-0.03936,-0.10877,0.09423,-0.06561,0.22244,-0.00499,0.0876,-0.06403,0.03694,0.07753,-0.17083,0.01899,0.02209,-0.16569,-0.08929,-0.01069,-0.0666,-0.04172,-0.04285,-0.14344,-0.10559,0.15952,1.03198,0.11918,-0.12455,0.07562,0.0536,0.16547,0.03689,-0.14521,0.16203,0.05234,0.01078,-0.00126,-0.10488,-0.01262,-0.1629,-0.09954,0.03203,0.00411,0.14059,-0.0962,-0.09101,0.23064,0.01239,0.08511,0.12043,0.11083,-0.02411,-0.09543,0.08469,-0.0444,-0.07136,0.16063,-0.15252,0.06387,0.15111,0.09876,-0.06749,-0.07962,0.05908,0.04011,0.00861,-0.00386,0.00715,0.36971,0.14433,-0.12948,0.14394,-0.06053,-0.12572,-0.04626,-0.08724,0.02924,0.11192,0.11774,0.1437,-0.01069,-0.08196,-0.02422,-0.00142,0.13348,0.03498
site-2_prs_pheno34,-0.10538,0.01815,-0.14485,0.09459,0.05318,0.10609,0.00645,0.28816,0.00745,-0.09119,0.1471,0.11267,0.1463,0.01175,-0.02187,0.12128,-0.07896,0.01662,-0.06201,-0.05209,0.05471,-0.16406,0.03941,0.19555,0.09213,0.08254,0.21329,-0.27553,-0.0809,0.11566,0.72413,-0.02208,0.05158,0.04865,0.04073,-0.11729,0.07627,-0.01978,-0.03862,0.03934,-0.0033,0.17062,0.12405,-0.09576,0.00161,0.06598,0.17636,0.05726,0.01202,-0.04276,-0.03082,0.2137,0.20447,0.02089,-0.1001,0.14084,0.08635,0.01246,-0.21828,-0.09149,0.11084,0.1052,0.18981,0.12311,0.0757,0.10157,-0.08385,-0.04595,-0.00949,0.04892,-0.09559,0.05445,0.04159,-0.06981,0.15819,0.04611,-0.00098,0.04866,0.00683,-0.08425,0.24476,0.2044,-0.17288,-0.0645,-0.22771,0.05958,-0.0436,-0.07718,-0.03416,-0.1389
site-2_prs_pheno35,-0.00101,-0.17554,0.03138,0.05671,-0.03571,0.033,0.03911,0.05386,0.1885,-0.2055,0.13142,-0.01907,0.06832,0.13427,-0.04302,0.08126,-0.31245,0.06477,0.00295,-0.02437,-0.14137,-0.01689,0.03008,0.05543,0.16856,-0.00331,-0.18182,-0.0361,0.028,-0.00197,-0.07862,0.86014,0.03847,0.05954,-0.01663,-0.05404,0.04616,0.06236,0.0065,0.10241,0.0511,0.08198,-0.0854,-0.12946,0.00914,0.02357,-0.19099,-0.02332,-0.09901,0.11151,-0.08393,-0.11477,0.22174,0.04669,-0.04728,-0.11247,-0.06672,-0.08479,-0.27961,0.12548,-0.02568,0.19016,0.02897,-0.08265,-0.10944,-0.10192,-0.05076,-0.03132,0.03282,-0.14135,-0.08609,0.0736,-0.02624,-0.23551,0.00051,0.02594,0.00588,0.05711,0.09044,0.17075,-0.10027,0.02421,-0.06048,-0.03347,0.08281,-0.16715,-0.00293,0.05775,0.06683,0.04842
site-2_prs_pheno36,0.21045,0.09085,0.03123,0.18696,0.01174,0.04716,0.08469,0.13842,0.13459,-0.26365,0.11597,0.01943,-0.06078,-0.22774,0.0084,0.02587,0.02389,-0.14208,0.02356,-0.18723,-0.0184,0.00606,0.16197,0.07281,-0.0023,-0.0704,0.00991,0.1276,0.05598,-0.0714,0.12521,0.06824,0.60489,0.0734,-0.09927,0.06925,0.04788,0.11008,0.05953,0.07733,0.06342,-0.05274,-0.05149,-0.20074,-0.08746,0.1005,0.1459,0.15087,0.11711,-0.10526,0.10809,0.04433,-0.03144,0.12483,0.15028,0.0029,-0.11455,-0.04064,-0.21256,-0.08008,0.12553,-0.19124,0.07465,-0.14764,-0.19522,-0.21166,-0.09387,-0.2645,-0.17513,0.04505,-0.02118,0.10946,-0.04099,0.06119,0.20577,0.12605,0.05039,0.01815,-0.00741,0.06539,-0.12542,-0.04078,-0.02037,-0.12408,0.00334,-0.10404,-0.00195,0.08386,0.05667,0.19108
site-2_prs_pheno37,-0.15038,-0.05294,-0.09989,-0.0058,0.05526,-0.07157,0.08089,-0.12771,0.10343,-0.00827,0.07913,0.12286,0.02462,-0.06893,0.066,0.14146,0.0685,-0.06645,-0.10244,0.02696,0.1804,-0.06908,-0.03649,0.05804,0.00265,-0.00318,0.03895,0.03285,-0.0484,0.24455,0.08498,-0.10034,-0.04698,0.84035,-0.19666,0.09959,-0.21751,0.10881,0.09539,0.08697,0.12793,0.15653,-0.0097,0.0169,-0.05386,-0.07,0.12212,-0.12607,-0.02394,0.12622,-0.12277,0.10162,0.15044,-0.00923,0.00041,-0.15396,-0.07575,0.0204,-0.07841,-0.18336,-0.09423,0.07052,0.01404,0.18516,0.05042,0.13756,-0.03805,-0.11387,-0.02274,-0.15107,-0.08854,-0.22853,0.14263,-0.05361,0.02014,0.03908,0.0624,-0.01432,0.07949,0.13481,-0.10062,-0.2357,0.02506,0.11019,-0.05733,0.01697,0.02488,0.05355,0.05131,-0.01618
site-2_prs_pheno38,0.07619,-0.13202,-0.00161,-0.09358,-0.07351,0.02394,-0.04012,0.13956,-0.17432,0.08088,-0.31208,-0.22145,0.05331,-0.03301,-0.08948,-0.07684,-0.07185,-0.01919,-0.0896,0.15604,0.05674,-0.2005,0.01878,-0.00941,-0.00615,-0.06875,0.16914,-0.23442,0.06967,0.18485,0.23061,0.0071,0.04246,-0.02457,0.89132,-0.07428,0.0442,0.05102,0.03631,-0.07317,-0.05545,0.01615,0.03557,0.06539,0.0748,0.06859,-0.08043,-0.00507,-0.04684,0.04829,0.11938,0.14337,0.04714,0.0182,-0.07695,0.16568,-0.00848,0.09019,-0.04254,0.04152,0.20239,-0.15854,0.14714,0.03745,0.13488,0.00126,0.09576,0.03177,0.08912,0.02986,-0.05604,-0.18868,0.16555,0.09732,-0.20344,0.10927,0.06019,-0.06584,-0.11411,-0.20094,0.11663,0.00836,0.01246,0.00407,0.17396,-0.04366,0.21522,0.02283,-0.14522,0.18989
site-2_prs_pheno39,0.13062,-0.19609,0.08589,-0.05337,0.00248,-0.00093,-0.07331,0.04327,-0.1434,0.01225,-0.10915,-0.15056,0.10439,-0.00038,-0.0424,0.08786,0.25655,0.00553,0.06906,-0.21327,0.06116,0.11569,-0.15632,0.01801,-0.03839,0.10324,0.09238,-0.16514,-0.05244,0.01604,0.02306,-0.05399,-0.00147,-0.04659,0.00436,0.87387,0.06913,-0.14856,0.00101,-0.05244,-0.11485,-0.0772,-0.3024,-0.02636,-0.11166,-0.09165,-0.02902,-0.13135,0.065,-0.1845,-0.22097,0.06268,-0.01076,0.02697,0.05133,-0.03809,0.10302,0.03571,-0.01189,0.00602,0.18765,0.14978,0.16885,-0.15711,0.15114,-0.19694,0.16018,0.03208,-0.01006,0.06837,-0.03671,0.14605,-0.19216,-0.20274,0.10869,0.28211,-0.04159,0.00888,0.04056,0.12797,0.04732,-0.09503,-0.06773,-0.00575,0.02491,0.03948,-0.14988,-0.15444,-0.00724,-0.07074
site-2_prs_pheno40,0.08056,0.06026,-0.10899,-0.02879,0.02911,0.06936,-0.03869,0.14084,-0.01403,-0.04276,0.06907,-0.13009,0.05881,0.01402,-0.01312,-0.06432,-0.14602,0.1196,0.06093,-0.05597,-0.07835,-0.08956,0.15118,-0.03537,0.07066,-0.05319,0.08737,-0.08091,-0.16398,0.08315,0.17366,-0.08845,0.03889,-0.16217,0.07189,-0.03557,0.07317,0.02823,-0.12623,-0.08384,-0.0837,-0.01858,0.13119,0.06139,0.05348,0.00704,0.02066,-0.05814,-0.05209,-0.11685,-0.03264,-0.2222,0.19388,0.03581,-0.05522,-0.00612,-0.02192,-0.0257,-0.06814,-0.09672,0.1487,0.06721,0.09369,-0.04554,0.12367,-0.14325,0.04087,-0.02896,0.02509,0.1017,0.07434,0.40861,-0.21289,0.01686,-0.09397,0.01457,0.03716,0.01797,-0.04891,-0.29378,0.42456,0.03103,-0.13686,-0.17001,-0.20667,-0.04272,-0.15432,-0.32021,0.07361,-0.15173
site-2_prs_pheno41,-0.14263,0.09065,-0.06962,0.09315,-0.05706,-0.02541,-0.0022,0.096,-0.01804,-0.09951,0.09875,0.26392,-0.20771,0.02711,0.03993,-0.0057,-0.02225,-0.19651,-0.09388,0.01065,0.03474,-0.05035,0.0039,-0.03035,0.10446,-0.05251,-0.25696,-0.13203,0.03044,-0.01107,0.04431,-0.00858,0.05863,0.11791,-0.08351,-0.10507,-0.02759,0.25703,0.1303,0.13638,0.00865,0.14952,0.07598,-0.12852,-0.0519,0.1131,0.16592,0.16295,0.11969,0.00586,-0.08265,0.02605,-0.06415,0.19568,-0.00774,-0.11877,0.14575,-0.117,0.07846,-0.16578,-0.1418,0.02692,-0.05959,0.01232,-0.14231,-0.12436,-0.02489,-0.0091,-0.10601,0.04748,-0.07529,-0.45033,-0.2078,0.20222,0.00333,0.12588,-0.06673,-0.16647,0.07471,0.18721,-0.16143,-0.11927,0.06402,0.09862,-0.02015,0.0251,0.03452,0.07086,0.171,0.04697
site-2_prs_pheno42,0.0505,0.14287,0.12926,0.13804,-0.08368,0.02825,-0.12152,0.13394,0.12204,0.01724,-0.02007,-0.08097,0.01727,0.06173,0.07884,0.03117,-0.16434,-0.45777,0.06165,0.00564,-0.05862,0.17465,-0.02335,0.02496,0.11892,0.05417,-0.05864,-0.00824,0.00758,-0.06206,0.05975,0.02231,0.04035,0.00813,-0.1199,-0.10965,0.12971,0.25107,-0.05023,0.00741,0.02928,-0.02524,0.01018,-0.14469,-0.17501,0.24299,-0.02847,0.10011,-0.13985,0.00375,0.07742,0.22777,0.14766,0.02323,-0.1092,0.10323,0.12641,-0.00228,0.00969,-0.07383,-0.09243,-0.13801,-0.14376,0.05642,-0.15964,-0.04239,-0.00834,0.03438,0.08135,0.06057,0.07598,0.14896,-0.05966,0.12339,-0.05738,-0.22211,-0.15415,0.24244,-0.02865,0.04478,-0.10485,0.10208,0.01409,0.07337,-0.21803,-0.04672,0.02114,0.07892,-0.06736,-0.04802
site-2_prs_pheno43,-0.08382,-0.08691,-0.05716,-0.09509,0.14906,0.0611,0.05192,0.15157,-0.24052,0.07062,0.19244,0.06459,0.07294,-0.05701,-0.26167,0.03978,-0.24784,-0.17897,-0.04575,0.1567,-0.27082,-0.11652,0.05814,-0.02985,-0.07178,-0.17273,-0.09379,0.04525,-0.02279,-0.10385,-0.0025,-0.00027,0.09676,-0.0936,-0.0416,-0.08909,1.11197,0.04991,0.1545,-0.00061,-0.23881,0.02141,0.34468,0.04938,0.1597,0.11977,0.11796,0.01667,0.22299,-0.11707,-0.10204,0.16898,0.13216,0.07482,-0.02103,-0.04036,-0.03671,0.16245,-0.11651,0.02795,-0.19559,-0.22152,0.01482,-0.07627,-0.23539,-0.03542,-0.0088,-0.04552,0.02544,0.06124,0.13577,0.39001,-0.25281,0.01798,0.11914,0.33562,-0.1156,0.09516,0.03108,0.01151,0.03992,0.07006,0.02359,-0.25303,0.10971,-0.02025,-0.04953,-0.00205,-0.00558,-0.03965
site-2_prs_pheno44,-0.17097,0.09112,-0.1104,-0.00582,-0.00889,-0.02897,-0.12308,0.14488,-0.07615,-0.13562,0.15687,0.14344,-0.07461,-0.13623,-0.08094,0.14045,-0.18002,-0.04242,0.04554,0.08059,-0.18018,0.07855,-0.06086,-0.04244,0.09327,-0.02594,-0.0888,0.13286,0.20488,0.00858,-0.09828,-0.00649,0.04891,0.10182,-0.18333,-0.01292,0.351,0.86944,0.05354,0.11165,0.20648,0.16066,-0.03455,-0.09102,-0.04664,0.12413,0.20675,0.05353,0.05176,0.04002,0.0082,0.04451,0.28553,-0.06331,-0.08772,-0.14387,0.02785,0.0112,-0.13001,-0.29634,-0.14444,-0.04963,-0.08011,0.03733,-0.24684,-0.1821,-0.04733,-0.03861,-0.02108,0.08039,-0.05929,0.13438,-0.18371,0.13656,0.07101,0.16049,0.01955,0.06137,-0.03073,0.04559,0.16188,-0.04044,0.15664,0.00868,-0.12514,-0.03745,0.11508,-0.02874,0.03488,-0.0591
site-2_prs_pheno45,-0.21551,-0.21223,0.13608,-0.07744,0.00487,0.01344,-0.09415,0.005,0.01345,0.04888,0.17717,0.12121,-0.00946,0.00789,0.11509,0.13873,-0.01909,0.24211,-0.04113,-0.05613,0.00619,-0.05029,0.15537,0.05829,-0.01214,-0.00168,0.34789,0.03806,0.07157,0.03734,0.02945,-0.0005,0.08675,0.10736,-0.04455,0.16912,0.1304,0.03758,0.72571,0.2215,0.00416,-0.13709,0.00806,-0.36224,0.08113,-0.10987,0.2629,0.10884,0.00493,-0.01397,-0.15357,0.15114,-0.07349,0.18646,0.28943,0.07515,0.03352,-0.00726,-0.09365,0.03372,0.1314,-0.32283,-0.20214,0.05714,-0.16073,-0.01153,-0.13144,-0.05985,0.1685,0.05263,0.17039,-0.05119,0.05293,-0.01959,0.23672,0.25111,0.07179,-0.09731,0.07506,0.25976,-0.1936,0.02456,-0.0302,0.10086,-0.2122,-0.03247,-0.11756,0.10509,0.02343,0.10574
site-2_prs_pheno46,-0.14521,0.08353,-0.08122,-0.05946,-0.04575,-0.04111,-0.07319,-0.04467,0.20846,-0.11261,0.1754,0.14855,0.03268,-0.02931,0.00144,0.04903,-0.03403,0.24871,-0.01841,-0.20048,-0.04013,-0.00652,0.07213,0.10068,0.06133,0.06963,0.14512,0.02175,0.04748,0.07809,0.04522,-0.02696,-0.05017,0.00519,-0.14222,0.02255,-0.01765,-0.03974,0.07577,0.97988,0.08221,0.14141,0.00892,-0.18166,-0.14127,0.13546,0.1939,-0.07693,-0.06167,-0.0772,-0.06154,-0.05996,-0.04913,0.00524,0.01398,0.02064,-0.10015,-0.07248,-0.02156,-0.0375,0.1452,0.11947,-0.01778,0.1386,-0.03834,-0.06795,-0.04594,-0.05485,0.05638,0.02632,0.07852,0.10799,0.12342,0.05956,0.15812,0.26558,-0.01504,0.09192,-0.02436,0.15411,-0.06083,0.16842,0.04364,0.27416,-0.20304,-0.09141,-0.24152,-0.02647,0.02212,-0.14178
site-2_prs_pheno47,-0.0407,-0.1844,-0.13463,-0.07041,-0.07367,-0.01966,-0.03083,0.01768,-0.04877,-0.11129,0.00722,0.14833,0.1562,0.04695,-0.036,-0.13667,-0.07042,-0.0743,0.02308,0.06022,-0.08154,0.0359,0.02469,-0.15936,0.09637,-0.05783,0.06135,0.04097,-0.11274,0.16828,0.03407,-0.13529,0.01044,-0.04684,0.03388,-0.16792,0.10234,0.14161,-0.1075,0.04689,0.07911,0.03949,-0.03569,0.10583,0.07285,0.13653,-0.04966,0.10682,0.02905,-0.15742,0.3213,-0.15781,-0.08309,-0.0737,-0.0739,-0.27312,-0.06153,-0.03856,-0.05286,-0.01701,-0.1049,-0.17732,0.1184,0.17254,-0.0681,-0.2141,-0.16574,0.0774,-0.02599,0.05763,0.1257,0.10914,0.23121,-0.03082,-0.06687,-0.05069,0.0081,0.02173,-0.0207,-0.04169,-0.10398,0.06401,0.19509,0.11756,0.02927,-0.10584,0.01808,-0.05966,-0.1406,0.17893
site-2_prs_pheno48,-0.18241,-0.07456,0.01322,0.22559,0.00905,-0.01726,0.08991,0.00642,-0.03013,0.17848,0.08307,0.39721,-0.04211,0.04202,0.08287,0.19026,-0.04269,0.29435,0.13804,0.06156,-0.06757,-0.02818,0.11654,0.13027,0.06664,0.00071,-0.40515,0.10333,0.11762,0.05815,-0.0506,-0.0416,-0.02349,0.10602,-0.16507,-0.06594,-0.06671,0.25651,-0.00515,0.12486,0.89975,0.02231,0.03823,-0.27186,-0.13695,-0.06003,0.03369,0.09818,-0.06527,0.26292,0.12756,-0.0773,0.12166,-0.18726,0.0298,-0.20878,-0.04789,-0.07632,-0.13606,-0.03513,0.0614,0.02776,0.0217,-0.03533,-0.11791,-0.08146,-0.05768,0.01082,-0.08144,-0.08672,-0.18108,-0.33264,0.22303,0.27977,0.16902,-0.07424,0.09543,0.0621,-0.00852,0.09306,0.09197,-0.10525,0.14779,0.24972,0.01325,-0.03676,-0.03135,0.03628,-0.00106,0.03227
site-2_prs_pheno49,0.03929,0.21258,-0.14733,0.08851,-0.04032,-0.03796,-0.06455,0.15702,0.22556,0.02981,0.11581,0.0122,0.09654,-0.05979,-0.10727,-0.00714,-0.2444,-0.20335,-0.21455,0.10468,-0.01812,-0.17205,0.03728,-0.13166,-0.06669,0.02983,0.00469,-0.03247,-0.07834,-0.13911,0.06152,0.0126,-0.14547,0.13629,-0.0474,-0.09753,-0.23797,-0.06329,-0.14534,0.11823,0.03868,0.9766,0.10163,-0.18755,-0.12223,-0.01438,-0.09964,-0.07163,-0.09,0.20883,-0.01272,0.14029,0.06786,0.10018,-0.19867,-0.08382,-0.04752,-0.1246,-0.0312,-0.06416,0.19985,0.40092,-0.06368,0.09955,0.15811,0.04246,0.05249,0.07846,-0.00926,-0.19656,-0.19279,-0.00884,0.06688,0.07489,0.17921,-0.05159,-0.02339,0.12266,0.21011,0.07443,0.01423,-0.2135,-0.24213,0.11993,-0.05137,0.05433,0.02573,-0.06592,-0.09515,-0.04095
site-2_prs_pheno50,-0.01819,-0.17526,-0.09458,0.09443,0.00875,-0.11446,-0.01429,0.00685,-0.07893,-0.0368,-0.02086,-0.03801,0.10241,-0.01889,0.01899,0.06385,-0.19295,-0.14865,-0.03705,-0.28796,0.0458,0.06124,-0.00177,0.02342,-0.07772,-0.11191,0.02839,0.17763,-0.10245,-0.10774,0.07176,-0.06465,0.01361,0.00345,-0.13151,-0.00565,0.05953,-0.00656,0.01503,0.03756,0.01753,0.0233,1.2143,-0.01775,-0.0433,-0.06809,-0.19674,0.07124,-0.13725,0.04827,-0.01221,0.2264,-0.09751,-0.20185,0.10252,-0.07518,0.05121,0.09397,-0.0539,-0.00538,0.01654,-0.17892,0.01958,0.10405,0.1599,-0.08123,-0.0849,-0.03812,0.08863,0.02847,-0.06059,-0.12076,-0.23148,0.06492,-0.08562,-0.03191,0.05817,0.04929,-0.04175,0.00218,-0.14072,-0.04218,-0.0011,-0.03039,0.03759,0.06518,0.04848,-0.00339,-0.14244,-0.15065
